"date_survey","governorate_ID","governorate_name","district_ID","district_name","market_name","type_area","fuel_prices","cash_feasibility_fuel","cash_feasibility_fuel/Cash","cash_feasibility_fuel/Mobile_money","cash_feasibility_fuel/Credit_debit_Card","cash_feasibility_fuel/Prepaid_cards","cash_feasibility_fuel/Credit","cash_feasibility_fuel/Vouchers","cash_feasibility_fuel/Bartering","cash_feasibility_fuel/Other","cash_feasibility_fuel/Do_not_know","Other_cash_feasibility_fuel","sell_petrol","quantity_1L_petrol","quantity_other_petrol","price_petrol","calc_price_petrol","price_diesel_normalised","sell_diesel","quantity_1L_diesel","diesel_quantity_other","price_diesel","calc_price_diesel","price_diesel_normalised_1","fuel_gov_origin","fuel_restock_days_min","fuel_constraints_multiple","fuel_constraints_multiple/Price_inflation","fuel_constraints_multiple/Liquidity_shortage","fuel_constraints_multiple/Shortage_of_demand","fuel_constraints_multiple/Insecurity_and_instability","fuel_constraints_multiple/Supply_shortage","fuel_constraints_multiple/Government_regulations","fuel_constraints_multiple/Transportation_issues","fuel_constraints_multiple/Other_see_next_question","fuel_constraints_multiple/Do_not_know","fuel_constraints_multiple/No_constraints","fuel_constraints_multiple/Vendor_did_not_answer","wash_list","wash_prices","cash_feasibility_wash","cash_feasibility_wash/Cash","cash_feasibility_wash/Mobile_money","cash_feasibility_wash/Credit_debit_Card","cash_feasibility_wash/Prepaid_cards","cash_feasibility_wash/Credit","cash_feasibility_wash/Vouchers","cash_feasibility_wash/Bartering","cash_feasibility_wash/Other","cash_feasibility_wash/Do_not_know","Other_cash_feasibility_wash","sell_bottled_water","quantity_0.75L","bottled_quantity_other","price_bottled_water","calc_price_bottled_water","price_bottled_water_normalised","sell_treated_water","quantity_10L","treated_quantity_other","price_treated_water","calc_price_treated_water","price_treated_water_normalised","sell_soap","quantity_1bar","soap_quantity_specify","price_soap","calc_price_soap","price_soap_normalised","sell_laundry_powder","quantity_100g","laundry_quantity_other","price_laundry_powder","calc_price_laundry","price_laundry_powder_normalised","sell_sanitary_napkins","quantity_10units","napkins_quantity_other","price_sanitary_napkins","calc_price_sanitary","price_sanitary_napkins_normalised","wash_gov_origin","wash_type_supplier","wash_restock_days_min","wash_constraints_multiple","wash_constraints_multiple/Price_inflation","wash_constraints_multiple/Liquidity_shortage","wash_constraints_multiple/Shortage_of_demand","wash_constraints_multiple/Insecurity_and_instability","wash_constraints_multiple/Supply_shortage","wash_constraints_multiple/Government_regulations","wash_constraints_multiple/Transportation_issues","wash_constraints_multiple/Other_see_next_question","wash_constraints_multiple/Do_not_know","wash_constraints_multiple/No_constraints","wash_constraints_multiple/Vendor_did_not_answer","water_trucking_prices","cash_feasibility_water_trucking","cash_feasibility_water_trucking/Cash","cash_feasibility_water_trucking/Mobile_money","cash_feasibility_water_trucking/Credit_debit_Card","cash_feasibility_water_trucking/Prepaid_cards","cash_feasibility_water_trucking/Credit","cash_feasibility_water_trucking/Vouchers","cash_feasibility_water_trucking/Bartering","cash_feasibility_water_trucking/Other","cash_feasibility_water_trucking/Do_not_know","Other_cash_feasibility_water_trucking","capacity_truck","type_owner","type_water","water_chlorinated","cost_cubic_meter","location_source","price_cubic_meter","distance_travelled","distance_price","additional_cost_5","additional_cost_10","constraints_multiple","constraints_multiple/Price_inflation","constraints_multiple/Liquidity_shortage","constraints_multiple/Shortage_of_demand","constraints_multiple/Insecurity_and_instability","constraints_multiple/Supply_shortage","constraints_multiple/Government_regulations","constraints_multiple/Transportation_issues","constraints_multiple/Other_see_next_question","constraints_multiple/Do_not_know","constraints_multiple/No_constraints","constraints_multiple/Vendor_did_not_answer","exchange_rate","exchange_rate_result","further_comments","_uuid"
2019-01-26,"YE22","Sa'ada","YE2209","Saqayn","Al  Ethnain Market","Rural","yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,410,NA,450,"yes","yes",NA,450,NA,450,"YE22",7,"Price_inflation Liquidity_shortage",1,1,0,0,0,0,0,0,0,0,0,NA,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,170,NA,170,"yes","yes",NA,150,NA,150,"yes","yes",100,150,120,120,"yes","yes",NA,120,NA,120,"yes","yes",NA,520,NA,520,"YE22","Wholesaler",4,"Price_inflation Liquidity_shortage Supply_shortage",1,1,0,0,1,0,0,0,0,0,0,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,2,"Private","Pumping_Station_or_Borehole","yes",7000,5,NA,10,"yes",9500,14000,"Price_inflation Liquidity_shortage Supply_shortage",1,1,0,0,1,0,0,0,0,0,0,"yes",540,NA,"1ac0f38e-3aae-4b4b-9b74-6d5d81759df4"
2019-01-26,"YE22","Sa'ada","YE2209","Saqayn","Al  Ethnain Market","Rural","yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,420,NA,440,"yes","yes",NA,440,NA,440,"YE22",7,"Price_inflation Liquidity_shortage Supply_shortage",1,1,0,0,1,0,0,0,0,0,0,NA,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,120,NA,120,"yes","yes",NA,120,NA,120,"yes","yes",100,150,120,120,"yes","yes",NA,150,NA,150,"yes","yes",NA,450,NA,450,"YE22","Wholesaler",7,"Price_inflation Liquidity_shortage Supply_shortage",1,1,0,0,1,0,0,0,0,0,0,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,2,"Private","Pumping_Station_or_Borehole","yes",6500,6,NA,13,"yes",8500,14500,"Price_inflation Liquidity_shortage Supply_shortage",1,1,0,0,1,0,0,0,0,0,0,"yes",520,NA,"c5f5f87a-95f5-4bfa-8446-6461db11b3ac"
2019-01-22,"YE22","Sa'ada","YE2215","Sa'adah","Al Markazi","Urban","Yes","Cash",1,0,0,0,0,0,0,0,0,NA,"Yes","Yes",NA,340,NA,420,"Yes","Yes",NA,420,NA,420,"YE16",30,"Price Inflation Insecurity and Instability Transportation Issues",1,0,0,1,0,0,1,0,0,0,0,NA,"Yes","Cash",1,0,0,0,0,0,0,0,0,NA,"Yes","Yes",NA,100,NA,100,"Yes","Yes",NA,300,NA,300,"Yes","Yes",80,120,120,120,"Yes","Yes",NA,90,NA,90,"Yes","Yes",NA,900,NA,900,"YE13","Wholesaler",5,"Price Inflation",1,0,0,0,0,0,0,0,0,0,0,"Yes","Cash",1,0,0,0,0,0,0,0,0,NA,4,"Private","Pumping Station or Borehole","No",1000,2,NA,5,"Yes",2500,5000,"No Constraints",0,0,0,0,0,0,0,0,0,1,0,"Yes",560,NA,"618e807b-295e-47fb-929e-7c3465d44cea"
2019-01-24,"YE22","Sa'ada","YE2215","Sa'adah","Al Markazi","Urban","Yes","Cash",1,0,0,0,0,0,0,0,0,NA,"Yes","Yes",NA,340,NA,410,"Yes","Yes",NA,410,NA,410,"YE16",2,"Price Inflation Supply Shortage",1,0,0,0,1,0,0,0,0,0,0,NA,"Yes","Cash",1,0,0,0,0,0,0,0,0,NA,"Yes","Yes",NA,100,NA,100,"Yes","Yes",NA,300,NA,300,"Yes","Yes",80,100,100,100,"Yes","Yes",NA,100,NA,100,"Yes","Yes",NA,800,NA,800,"YE13","Wholesaler",NA,"Liquidity Shortage",0,1,0,0,0,0,0,0,0,0,0,"Yes","Cash",1,0,0,0,0,0,0,0,0,NA,8,"Private","Pumping Station or Borehole","Yes",900,5,NA,5,"No",NA,NA,"No Constraints",0,0,0,0,0,0,0,0,0,1,0,"Yes",560,NA,"50e84aaf-2f78-4190-94b1-3e5871b3a32f"
2019-01-22,"YE22","Sa'ada","YE2211","Sahar","Al Moody","Rural","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Cash",1,0,0,0,0,0,0,0,0,NA,"Yes","Yes",NA,100,NA,100,"Yes","Yes",NA,300,NA,300,"Yes","Yes",80,120,120,120,"Yes","Yes",NA,110,NA,110,"Yes","Yes",NA,1000,NA,1000,"YE22","Wholesaler",NA,"Price Inflation Shortage of Demand",1,0,1,0,0,0,0,0,0,0,0,"Yes","Cash",1,0,0,0,0,0,0,0,0,NA,4,"Private","Pumping Station or Borehole","No",1000,6,NA,10,"Yes",2500,5000,"Price Inflation",1,0,0,0,0,0,0,0,0,0,0,"Yes",570,NA,"3b342bb7-7aaa-494f-9aee-3d5a6f30e688"
2019-01-26,"YE22","Sa'ada","YE2209","Saqayn","Al Sabt qout-market","Rural","yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,430,NA,450,"yes","yes",NA,450,NA,450,"YE22",6,"Price_inflation Liquidity_shortage Supply_shortage",1,1,0,0,1,0,0,0,0,0,0,NA,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,170,NA,170,"yes","yes",NA,150,NA,150,"yes","yes",100,160,128,128,"yes","yes",NA,160,NA,160,"yes","yes",NA,450,NA,450,"YE22","Wholesaler",6,"Price_inflation Liquidity_shortage Supply_shortage",1,1,0,0,1,0,0,0,0,0,0,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,30,"Private","Water_Spring","yes",4600,3,NA,4,"yes",7500,13000,"Price_inflation Shortage_of_demand Supply_shortage",1,0,1,0,1,0,0,0,0,0,0,"yes",540,NA,"e6a67646-f3f9-4f68-81f9-767a05a5e8f4"
2019-01-23,"YE22","Sa'ada","YE2211","Sahar","Al Talh","Rural","Yes","Cash",1,0,0,0,0,0,0,0,0,NA,"Yes","Yes",NA,340,NA,420,"Yes","Yes",NA,420,NA,420,"YE16",NA,"Price Inflation Supply Shortage",1,0,0,0,1,0,0,0,0,0,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",570,NA,"ba93759c-79cf-4789-8457-1d2e26df8d18"
2019-01-22,"YE22","Sa'ada","YE2211","Sahar","Al Talh","Rural","Yes","Cash",1,0,0,0,0,0,0,0,0,NA,"Yes","Yes",NA,340,NA,410,"Yes","Yes",NA,410,NA,410,NA,NA,"Price Inflation Transportation Issues",1,0,0,0,0,0,1,0,0,0,0,NA,"Yes","Cash",1,0,0,0,0,0,0,0,0,NA,"Yes","Yes",NA,100,NA,100,"Yes","Yes",NA,300,NA,300,"Yes","Yes",80,100,100,100,"Yes","Yes",NA,100,NA,100,"Yes","Yes",NA,850,NA,850,"YE22","Wholesaler",NA,"Price Inflation Supply Shortage",1,0,0,0,1,0,0,0,0,0,0,"Yes","Cash Mobile money",1,1,0,0,0,0,0,0,0,NA,8,"Private","Treatment Station","Do_not_know",900,1,NA,5,"Yes",2500,5000,"No Constraints",0,0,0,0,0,0,0,0,0,1,0,"Yes",570,NA,"2cfce77b-b813-4141-9d51-349b0fee6af1"
2019-01-22,"YE22","Sa'ada","YE2215","Sa'adah","Ghadrah","Urban","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Cash",1,0,0,0,0,0,0,0,0,NA,"Yes","Yes",NA,100,NA,100,"Yes","Yes",NA,300,NA,300,"Yes","Yes",80,100,100,100,"Yes","Yes",NA,110,NA,110,"Yes","Yes",NA,950,NA,950,"YE29","Wholesaler",2,"Government Regulations Transportation Issues",0,0,0,0,0,1,1,0,0,0,0,"Yes","Cash",1,0,0,0,0,0,0,0,0,NA,4,"Do_not_know","Pumping Station or Borehole","Do_not_know",900,1,NA,4,"No",NA,NA,"No Constraints",0,0,0,0,0,0,0,0,0,1,0,"Yes",570,NA,"cf05abc2-d029-4bfe-8e5b-ea468547d155"
2019-01-23,"YE23","Sana'a","YE2301","Hamdan","Al Arah","Rural","yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,345,NA,420,"yes","yes",NA,420,NA,420,"YE18",6,"Price_inflation Liquidity_shortage",1,1,0,0,0,0,0,0,0,0,0,NA,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,100,NA,100,"no",NA,NA,NA,NA,NA,"yes","yes",75,150,160,160,"yes","yes",NA,110,NA,110,"yes","yes",NA,550,NA,550,"YE13","Wholesaler",1,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,6,"Private","Pumping_Station_or_Borehole","yes",800,6,NA,8,"yes",6000,NA,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,"yes",550,NA,"c793f4e9-9c2f-409e-9e81-232c2370cc5d"
2019-01-23,"YE23","Sana'a","YE2301","Hamdan","Al Arah","Rural","yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,350,NA,450,"yes","yes",NA,450,NA,450,"YE13",3,"Price_inflation Liquidity_shortage",1,1,0,0,0,0,0,0,0,0,0,NA,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,100,NA,100,"no",NA,NA,NA,NA,NA,"yes","yes",75,150,160,160,"yes","yes",NA,120,NA,120,"yes","yes",NA,500,NA,500,"YE13","Wholesaler",1,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,6,"Private","Pumping_Station_or_Borehole","yes",800,6,NA,8,"yes",6000,NA,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,"yes",550,NA,"31201bbc-3682-42e0-8634-3a694ce084d7"
2019-01-23,"YE23","Sana'a","YE2301","Hamdan","Al Arah","Rural","yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,345,NA,450,"yes","yes",NA,450,NA,450,"YE18",6,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,NA,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,100,NA,100,"no",NA,NA,NA,NA,NA,"yes","yes",75,160,170.6666667,170.6666667,"yes","yes",NA,100,NA,100,"yes","yes",NA,500,NA,500,"YE13","Wholesaler",1,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,6,"Private","Pumping_Station_or_Borehole","yes",800,6,NA,8,"yes",6000,NA,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,"yes",550,NA,"bd06ac6b-25a8-410e-bae1-a244eb689d9a"
2019-01-22,"YE23","Sana'a","YE2304","Bani Hushaysh","Al Hataresh","Urban","yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,345,NA,420,"yes","yes",NA,420,NA,420,"YE18",7,"Price_inflation Liquidity_shortage",1,1,0,0,0,0,0,0,0,0,0,NA,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,100,NA,100,"yes","yes",NA,70,NA,70,"yes","yes",75,150,160,160,"yes","yes",NA,100,NA,100,"yes","yes",NA,520,NA,520,"YE13","Wholesaler",1,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,7,"Private","Pumping_Station_or_Borehole","no",1300,6,NA,8,"yes",11000,NA,"Price_inflation Shortage_of_demand",1,0,1,0,0,0,0,0,0,0,0,"yes",568,NA,"b8ee90c7-5dd4-4299-b865-ccf4eeb2299c"
2019-01-22,"YE23","Sana'a","YE2304","Bani Hushaysh","Al Hataresh","Urban","yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,345,NA,410,"yes","yes",NA,410,NA,410,"YE18",5,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,NA,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,110,NA,110,"yes","yes",NA,80,NA,80,"yes","yes",75,140,149.3333333,149.3333333,"yes","yes",NA,120,NA,120,"yes","yes",NA,500,NA,500,"YE13","Wholesaler",1,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,7,"Private","Pumping_Station_or_Borehole","no",1300,6,NA,8,"yes",11000,NA,"Price_inflation Shortage_of_demand",1,0,1,0,0,0,0,0,0,0,0,"yes",568,NA,"ac924c80-a2eb-425a-96e0-eee097a226a8"
2019-01-22,"YE23","Sana'a","YE2304","Bani Hushaysh","Al Hataresh","Urban","yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,345,NA,410,"yes","yes",NA,410,NA,410,"YE18",6,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,NA,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,100,NA,100,"yes","yes",NA,60,NA,60,"yes","yes",75,140,149.3333333,149.3333333,"yes","yes",NA,100,NA,100,"yes","yes",NA,500,NA,500,"YE13","Wholesaler",1,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,7,"Private","Pumping_Station_or_Borehole","no",1300,6,NA,8,"yes",11000,NA,"Price_inflation Shortage_of_demand",1,0,1,0,0,0,0,0,0,0,0,"yes",568,NA,"1c800d77-67e1-4c90-ba13-39f758e79c36"
2019-01-24,"YE23","Sana'a","YE2312","Khwlan","Al Sha'b shop","Rural","yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,345,NA,410,"yes","yes",NA,410,NA,410,"Do_not_know",6,"Price_inflation Transportation_issues",1,0,0,0,0,0,1,0,0,0,0,NA,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,100,NA,100,"no",NA,NA,NA,NA,NA,"yes","yes",75,150,160,160,"yes","yes",NA,100,NA,85,"yes","yes",NA,500,NA,500,"YE23","Wholesaler",1,"Price_inflation Transportation_issues",1,0,0,0,0,0,1,0,0,0,0,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,2,"Private","Pumping_Station_or_Borehole","no",2100,1,NA,1,"no",NA,NA,"Price_inflation Liquidity_shortage",1,1,0,0,0,0,0,0,0,0,0,"yes",560,NA,"eaec6a51-bcbd-470f-8971-bb53e61231bb"
2019-01-23,"YE23","Sana'a","YE2312","Khwlan","Antar A Hamani shop","Rural","yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,345,NA,410,"yes","yes",NA,410,NA,410,"Do_not_know",5,"Price_inflation Supply_shortage Transportation_issues",1,0,0,0,1,0,1,0,0,0,0,NA,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,100,NA,100,"no",NA,NA,NA,NA,NA,"yes","yes",75,150,160,160,"yes","yes",NA,110,NA,60,"yes","yes",NA,500,NA,500,"YE23","Wholesaler",1,"Price_inflation Transportation_issues",1,0,0,0,0,0,1,0,0,0,0,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,2,"Private","Pumping_Station_or_Borehole","no",2000,3,NA,3,"no",NA,NA,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,"yes",560,NA,"0ccb882a-2466-42d4-940e-e41c5b06bb1c"
2019-01-19,"YE23","Sana'a","YE2302","Arhab","Arhab University","Rural","yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,345,NA,410,"yes","yes",NA,410,NA,410,"YE18",6,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,NA,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,120,NA,120,"yes","yes",NA,80,NA,80,"yes","yes",75,150,160,160,"yes","yes",NA,110,NA,110,"yes","yes",NA,500,NA,500,"YE13","Wholesaler",2,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,6,"Private","Pumping_Station_or_Borehole","no",1200,7,NA,8,"yes",8000,NA,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,"yes",545,NA,"eb1d55f7-fedc-4772-8f5c-6c977e9097e3"
2019-01-19,"YE23","Sana'a","YE2302","Arhab","Arhab University","Rural","yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,345,NA,410,"yes","yes",NA,410,NA,410,"YE18",5,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,NA,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,100,NA,100,"yes","yes",NA,70,NA,70,"yes","yes",75,150,160,160,"yes","yes",NA,100,NA,100,"yes","yes",NA,500,NA,500,"YE13","Wholesaler",2,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,6,"Private","Pumping_Station_or_Borehole","no",1200,7,NA,8,"yes",8000,NA,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,"yes",545,NA,"65e90bed-ef36-4ea0-b74b-285eecd40f37"
2019-01-19,"YE23","Sana'a","YE2302","Arhab","Arhab University","Rural","yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,345,NA,410,"yes","yes",NA,410,NA,410,"YE18",4,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,NA,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,110,NA,110,"yes","yes",NA,80,NA,80,"yes","yes",75,140,149.3333333,149.3333333,"yes","yes",NA,100,NA,100,"yes","yes",NA,480,NA,480,"YE13","Wholesaler",2,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,6,"Private","Pumping_Station_or_Borehole","no",1200,7,NA,8,"yes",8000,NA,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,"yes",545,NA,"6fb2f341-9ed7-4f86-a884-93bad62628ca"
2019-01-23,"YE23","Sana'a","YE2301","Hamdan","Jadr","Urban","yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,345,NA,410,"yes","yes",NA,410,NA,410,"YE18",4,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,NA,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,100,NA,100,"yes","yes",NA,60,NA,60,"yes","yes",75,130,138.6666667,138.6666667,"yes","yes",NA,100,NA,100,"yes","yes",NA,450,NA,450,"YE13","Wholesaler",1,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,6,"Private","Pumping_Station_or_Borehole","yes",800,5,NA,8,"yes",6000,NA,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,"yes",550,NA,"833edb4c-4b28-4bf3-956f-ac733f2849db"
2019-01-23,"YE23","Sana'a","YE2301","Hamdan","Jadr","Urban","yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,345,NA,410,"yes","yes",NA,410,NA,410,"YE18",5,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,NA,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,100,NA,100,"yes","yes",NA,50,NA,50,"yes","yes",75,150,160,160,"yes","yes",NA,100,NA,100,"yes","yes",NA,500,NA,500,"YE13","Wholesaler",1,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,6,"Private","Pumping_Station_or_Borehole","yes",800,5,NA,8,"yes",6000,NA,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,"yes",565,NA,"5e855fa1-45aa-425c-8e90-4e97d5643ace"
2019-01-24,"YE23","Sana'a","YE2312","Khwlan","Mohammed Maeed shop","Rural","yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,345,NA,410,"yes","yes",NA,410,NA,410,"Do_not_know",5,"Price_inflation Supply_shortage Transportation_issues",1,0,0,0,1,0,1,0,0,0,0,NA,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,100,NA,100,"no",NA,NA,NA,NA,NA,"yes","yes",75,150,160,160,"yes","yes",NA,110,NA,80,"yes","yes",NA,500,NA,500,"YE23","Wholesaler",1,"Price_inflation Transportation_issues",1,0,0,0,0,0,1,0,0,0,0,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,3,"Private","Pumping_Station_or_Borehole","no",2000,2,NA,2,"no",NA,NA,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,"yes",560,NA,"6de87525-aad8-461a-a462-92a3bad0a40c"
2019-01-24,"YE23","Sana'a","YE2312","Khwlan","Mohammed Maeed shop","Rural","yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,345,NA,410,"yes","yes",NA,410,NA,410,"Do_not_know",5,"Price_inflation Supply_shortage Transportation_issues",1,0,0,0,1,0,1,0,0,0,0,NA,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,100,NA,100,"no",NA,NA,NA,NA,NA,"yes","yes",75,150,160,160,"yes","yes",NA,110,NA,80,"yes","yes",NA,500,NA,500,"YE23","Wholesaler",1,"Price_inflation Transportation_issues",1,0,0,0,0,0,1,0,0,0,0,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,3,"Private","Pumping_Station_or_Borehole","no",2000,2,NA,2,"no",NA,NA,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,"yes",560,NA,"6de87525-aad8-461a-a462-92a3bad0a40c"
2019-01-22,"YE23","Sana'a","YE2304","Bani Hushaysh","Sarf","Urban","yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,345,NA,410,"yes","yes",NA,410,NA,410,"YE18",6,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,NA,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,110,NA,110,"yes","yes",NA,75,NA,75,"yes","yes",75,150,160,160,"yes","yes",NA,120,NA,120,"yes","yes",NA,520,NA,520,"YE13","Wholesaler",1,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,6,"Private","Pumping_Station_or_Borehole","no",1000,5,NA,7,"yes",8000,NA,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,"yes",565,NA,"f5b0e698-eb68-4d60-b6ef-df6d14fc263e"
2019-01-22,"YE23","Sana'a","YE2304","Bani Hushaysh","Sarf","Urban","yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,345,NA,410,"yes","yes",NA,410,NA,410,"YE18",5,"Price_inflation Liquidity_shortage",1,1,0,0,0,0,0,0,0,0,0,NA,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,"yes","yes",NA,120,NA,120,"yes","yes",NA,70,NA,70,"yes","yes",75,130,138.6666667,138.6666667,"yes","yes",NA,100,NA,100,"yes","yes",NA,480,NA,480,"YE13","Wholesaler",1,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,"yes","Cash",1,0,0,0,0,0,0,0,0,NA,6,"Private","Pumping_Station_or_Borehole","no",1000,5,NA,7,"yes",8000,NA,"Price_inflation",1,0,0,0,0,0,0,0,0,0,0,"yes",565,NA,"bcaf3ec3-41b4-4c9b-8160-ea6f5e1e0d87"
