date_survey,governorate_ID,governorate_name,district_ID,district_name,market_name,type_area,fuel_prices,cash_feasibility_fuel,cash_feasibility_fuel/Cash,cash_feasibility_fuel/Mobile_money,cash_feasibility_fuel/Credit_debit_Card,cash_feasibility_fuel/Prepaid_cards,cash_feasibility_fuel/Credit,cash_feasibility_fuel/Vouchers,cash_feasibility_fuel/Bartering,cash_feasibility_fuel/Other,cash_feasibility_fuel/Do_not_know,Other_cash_feasibility_fuel,sell_petrol,quantity_1L_petrol,quantity_other_petrol,price_petrol,calc_price_petrol,price_petrol_normalised,price_petrol_display,sell_diesel,quantity_1L_diesel,diesel_quantity_other,price_diesel,calc_price_diesel,price_diesel_normalised,price_diesel_display,fuel_gov_origin,fuel_restock_days_min,fuel_constraints_multiple,fuel_constraints_multiple/Price_inflation,fuel_constraints_multiple/Liquidity_shortage,fuel_constraints_multiple/Shortage_of_demand,fuel_constraints_multiple/Insecurity_and_instability,fuel_constraints_multiple/Supply_shortage,fuel_constraints_multiple/Government_regulations,fuel_constraints_multiple/Transportation_issues,fuel_constraints_multiple/Other_see_next_question,fuel_constraints_multiple/Do_not_know,fuel_constraints_multiple/No_constraints,fuel_constraints_multiple/Vendor_did_not_answer,wash_list,wash_prices,cash_feasibility_wash,cash_feasibility_wash/Cash,cash_feasibility_wash/Mobile_money,cash_feasibility_wash/Credit_debit_Card,cash_feasibility_wash/Prepaid_cards,cash_feasibility_wash/Credit,cash_feasibility_wash/Vouchers,cash_feasibility_wash/Bartering,cash_feasibility_wash/Other,cash_feasibility_wash/Do_not_know,Other_cash_feasibility_wash,sell_bottled_water,quantity_0.75L,bottled_quantity_other,price_bottled_water,calc_price_bottled_water,price_bottled_water_normalised,price_bottled_water_display,sell_treated_water,quantity_10L,treated_quantity_other,price_treated_water,calc_price_treated_water,price_treated_water_normalised,price_treated_water_display,sell_soap,quantity_1bar,soap_quantity_specify,price_soap,calc_price_soap,price_soap_normalised,price_soap_display,sell_laundry_powder,quantity_100g,laundry_quantity_other,price_laundry_powder,calc_price_laundry,price_laundry_powder_normalised,price_laundry_powder_display,sell_sanitary_napkins,quantity_10units,napkins_quantity_other,price_sanitary_napkins,calc_price_sanitary,price_sanitary_napkins_normalised,price_sanitary_napkins_display,wash_gov_origin,wash_type_supplier,wash_restock_days_min,wash_constraints_multiple,wash_constraints_multiple/Price_inflation,wash_constraints_multiple/Liquidity_shortage,wash_constraints_multiple/Shortage_of_demand,wash_constraints_multiple/Insecurity_and_instability,wash_constraints_multiple/Supply_shortage,wash_constraints_multiple/Government_regulations,wash_constraints_multiple/Transportation_issues,wash_constraints_multiple/Other_see_next_question,wash_constraints_multiple/Do_not_know,wash_constraints_multiple/No_constraints,wash_constraints_multiple/Vendor_did_not_answer,water_trucking_prices,cash_feasibility_water_trucking,cash_feasibility_water_trucking/Cash,cash_feasibility_water_trucking/Mobile_money,cash_feasibility_water_trucking/Credit_debit_Card,cash_feasibility_water_trucking/Prepaid_cards,cash_feasibility_water_trucking/Credit,cash_feasibility_water_trucking/Vouchers,cash_feasibility_water_trucking/Bartering,cash_feasibility_water_trucking/Other,cash_feasibility_water_trucking/Do_not_know,Other_cash_feasibility_water_trucking,capacity_truck,type_owner,type_water,water_chlorinated,cost_cubic_meter,location_source,price_cubic_meter,distance_travelled,distance_price,additional_cost_5,additional_cost_10,constraints_multiple,constraints_multiple/Price_inflation,constraints_multiple/Liquidity_shortage,constraints_multiple/Shortage_of_demand,constraints_multiple/Insecurity_and_instability,constraints_multiple/Supply_shortage,constraints_multiple/Government_regulations,constraints_multiple/Transportation_issues,constraints_multiple/Other_see_next_question,constraints_multiple/Do_not_know,constraints_multiple/No_constraints,constraints_multiple/Vendor_did_not_answer,exchange_rate,exchange_rate_result,further_comments,_uuid
1/24/2019,YE15,Taizz,YE1509,Mashra'a Wa Hadnan,Al Bereen,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,no,15,1600,80,,,no,,,,,,,yes,no,1020,1300,101.9607843,,,yes,no,4800,4600,95.83333333,,,yes,yes,,600,NaN,,,YE24,Wholesaler,4,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,Price of trucking water and water delivery are high due to lack of rain,3b00e8f7-845a-4da7-aa66-e166fa80f6bc
1/24/2019,YE15,Taizz,YE1509,Mashra'a Wa Hadnan,Al Bereen,Urban,yes,Cash Credit,1,0,0,0,1,0,0,0,0,,yes,yes,,325,NaN,,,yes,yes,,325,NaN,,,YE25,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,yes,Cash Mobile_money Credit,1,1,0,0,1,0,0,0,0,,yes,no,15,1550,77.5,,,no,,,,,,,yes,no,6120,6900,90.19607843,,,yes,no,4800,4600,95.83333333,,,yes,no,160,6600,412.5,,,,Wholesaler,2,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,550,,b8791ab9-e9bf-451c-8a61-fde7a10fe795
1/24/2019,YE15,Taizz,YE1509,Mashra'a Wa Hadnan,Al Bereen,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash Credit,1,0,0,0,1,0,0,0,0,,yes,no,15,1700,85,,,no,,,,,,,yes,no,6120,6800,88.88888889,,,yes,no,4800,3400,70.83333333,,,no,,,,,,,YE15,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash Credit,1,0,0,0,1,0,0,0,0,,4,Private,Pumping_Station_or_Borehole,no,5000,2,,30,yes,12000,14000,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,Lack of rain,18a38a7e-ee44-42de-acbb-66750fba23c9
1/24/2019,YE15,Taizz,YE1509,Mashra'a Wa Hadnan,Al Bereen,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,NaN,,,yes,yes,,100,NaN,,,yes,yes,85,130,122.3529412,,,yes,yes,,100,NaN,,,yes,yes,,450,NaN,,,YE24,Vendor,1,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,yes,Cash Credit,1,0,0,0,1,0,0,0,0,,3.2,Private,Water_Spring,no,1350,2,,51,yes,6000,10000,Price_inflation Shortage_of_demand,1,0,1,0,0,0,0,0,0,0,0,no,,,31aa52cb-d073-4423-961f-b9243de6a28d
1/25/2019,YE15,Taizz,YE1509,Mashra'a Wa Hadnan,Al Bereen,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,no,5,1600,240,,,no,,,,,,,yes,no,6120,6400,83.66013072,,,yes,no,4800,3400,70.83333333,,,yes,no,160,6800,425,,,YE24,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,3.6,Private,Pumping_Station_or_Borehole,no,8000,10,,10,yes,15000,25000,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,520,Lack of water due to low rain,fd777225-5a92-4ab2-99da-cea1efa77453
1/24/2019,YE15,Taizz,YE1509,Mashra'a Wa Hadnan,Mafraq Jabal Habshi,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash Mobile_money Credit,1,1,0,0,1,0,0,0,0,,yes,no,15,1900,95,,,no,,,,,,,yes,no,6120,6200,81.04575163,,,yes,no,4800,4600,95.83333333,,,no,,,,,,,YE24,Wholesaler,2,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,5,Private,Pumping_Station_or_Borehole,no,500,1,,8,yes,2000,3000,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,54ca476c-affb-483d-9320-b5b53c800562
1/24/2019,YE15,Taizz,YE1509,Mashra'a Wa Hadnan,Mafraq Jabal Habshi,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,yes,yes,,150,NaN,,,no,,,,,,,yes,no,85,110,103.5294118,,,yes,yes,,100,NaN,,,yes,yes,,500,NaN,,,YE15,Vendor,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,cedf35d2-a32b-471c-8c27-f4ee793dca39
1/24/2019,YE15,Taizz,YE1509,Mashra'a Wa Hadnan,Mafraq Jabal Habshi,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,130,NaN,,,no,,,,,,,yes,yes,85,120,112.9411765,,,yes,yes,,110,NaN,,,no,,,,,,,YE15,Vendor,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,31d3171e-23bc-47c3-b941-e332e9c4341a
1/24/2019,YE15,Taizz,YE1509,Mashra'a Wa Hadnan,Mafraq Jabal Habshi,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash Mobile_money Credit,1,1,0,0,1,0,0,0,0,,yes,yes,,150,NaN,,,yes,yes,,100,NaN,,,no,,,,,,,yes,yes,,120,NaN,,,no,,,,,,,YE15,Vendor,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,0b46ab06-0372-488c-b8bc-5fc658f8ccab
1/24/2019,YE15,Taizz,YE1509,Mashra'a Wa Hadnan,Mafraq Jabal Habshi,Urban,yes,Cash Credit,1,0,0,0,1,0,0,0,0,,yes,yes,,325,NaN,,,yes,yes,,325,NaN,,,YE25,1,Price_inflation Insecurity_and_instability,1,0,0,1,0,0,0,0,0,0,0,,yes,Cash Credit,1,0,0,0,1,0,0,0,0,,yes,no,15,2150,107.5,,,no,,,,,,,yes,no,6120,7500,98.03921569,,,yes,no,4800,4600,95.83333333,,,yes,no,18,1100,611.1111111,,,YE15,Wholesaler,3,Insecurity_and_instability Transportation_issues,0,0,0,1,0,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,10,Private,Pumping_Station_or_Borehole,no,7000,1,,30,yes,12000,17000,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,544,The price of water trucking is rising due to low rain in winter,05fe1d39-a45d-4826-9411-3fec0d0be8d4
1/24/2019,YE15,Taizz,YE1509,Mashra'a Wa Hadnan,Mafraq Jabal Habshi,Urban,yes,Cash Credit,1,0,0,0,1,0,0,0,0,,yes,yes,,325,NaN,,,yes,yes,,325,NaN,,,YE25,1,Price_inflation Insecurity_and_instability,1,0,0,1,0,0,0,0,0,0,0,,yes,Cash Mobile_money Credit,1,1,0,0,1,0,0,0,0,,yes,no,15,2200,110,,,no,,,,,,,yes,no,6120,6500,84.96732026,,,yes,no,4800,4600,95.83333333,,,no,,,,,,,YE15,Wholesaler,1,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,yes,Cash Mobile_money Credit,1,1,0,0,1,0,0,0,0,,6,Private,Pumping_Station_or_Borehole,no,4000,2,,25,yes,10000,17000,Shortage_of_demand,0,0,1,0,0,0,0,0,0,0,0,yes,543,,9a9d8417-f665-47bd-b431-5bc4e580ed41
1/21/2019,YE17,Hajjah,YE1726,Najrah,Alamaan Market,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,345,NaN,,,yes,yes,,410,NaN,,,YE18,10,Transportation_issues,0,0,0,0,0,0,1,0,0,0,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,530,,d473bb3e-ee51-4fee-8616-4e07d2b8bd3a
1/21/2019,YE17,Hajjah,YE1726,Najrah,Alamaan Market,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,120,NaN,,,no,,,,,,,yes,yes,70,120,137.1428571,,,yes,no,110,100,90.90909091,,,yes,yes,,500,NaN,,,YE18,Wholesaler,20,No_constraints,0,0,0,0,0,0,0,0,0,1,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,530,,d9874ee0-c19d-493a-b0ca-e49cdf7b9877
1/21/2019,YE17,Hajjah,YE1726,Najrah,Altoor Market,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,5,Private,Water_Spring,Do_not_know,1000,5,,10,yes,9000,14000,No_constraints,0,0,0,0,0,0,0,0,0,1,0,yes,530,,941dd218-79ff-48ba-b59d-45475c4c4202
1/23/2019,YE23,Sana'a,YE2303,Nihm,Thuma,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,350,NaN,,,yes,yes,,450,NaN,,,YE13,4,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,NaN,,,no,,,,,,,yes,yes,75,150,160,,,yes,yes,,120,NaN,,,yes,yes,,500,NaN,,,YE13,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,6,Private,Pumping_Station_or_Borehole,no,1400,7,,10,yes,10000,,Price_inflation Shortage_of_demand,1,0,1,0,0,0,0,0,0,0,0,no,,,59734e1f-94ca-45eb-8a58-5a50648a410a
1/23/2019,YE23,Sana'a,YE2303,Nihm,Thuma,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,360,NaN,,,yes,yes,,450,NaN,,,YE13,3,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,NaN,,,no,,,,,,,yes,yes,75,150,160,,,yes,yes,,120,NaN,,,yes,yes,,520,NaN,,,YE13,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,6,Private,Pumping_Station_or_Borehole,no,1400,7,,10,yes,10000,,Price_inflation Shortage_of_demand,1,0,1,0,0,0,0,0,0,0,0,no,,,d79988d7-6815-4058-bd85-28ace9a5649f
1/23/2019,YE23,Sana'a,YE2303,Nihm,Thuma,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,350,NaN,,,no,,,,,,,YE13,2,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,NaN,,,no,,,,,,,yes,yes,75,150,160,,,yes,yes,,110,NaN,,,yes,yes,,500,NaN,,,YE13,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,6,Private,Pumping_Station_or_Borehole,no,1400,7,,10,yes,10000,,Price_inflation Shortage_of_demand,1,0,1,0,0,0,0,0,0,0,0,no,,,560a0dd9-0529-4d5d-900a-0f8537f56a61
1/20/2019,YE13,Amanat Al Asimah,YE1301,Old City,Abu Ammar wholsales shops,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,NaN,,,yes,yes,,120,NaN,,,yes,yes,125,133,85.12,,,yes,yes,,93,NaN,,,yes,yes,,650,NaN,,,YE13,Wholesaler,2,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,e3f626c8-0d65-457f-8449-ae8068a5c8c0
1/20/2019,YE13,Amanat Al Asimah,YE1301,Old City,Abu Mazen shop,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,NaN,,,yes,yes,,120,NaN,,,yes,yes,120,150,100,,,yes,yes,,120,NaN,,,yes,yes,,600,NaN,,,YE13,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,a1a4be8d-8553-4273-b543-5af852f6cd4b
1/20/2019,YE13,Amanat Al Asimah,YE1301,Old City,Al Arousie wholsales,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,90,NaN,,,no,,,,,,,yes,yes,125,120,76.8,,,yes,yes,,89,NaN,,,yes,yes,,550,NaN,,,YE13,Wholesaler,2,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,8ca2a724-f5fa-482f-b6b3-ff02b0bdaaed
1/20/2019,YE13,Amanat Al Asimah,YE1301,Old City,AL Mokhtar,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,345,NaN,,,yes,yes,,426,NaN,,,YE13,2,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,6d14fcd6-256b-4ecb-beae-84ab0542c431
1/20/2019,YE13,Amanat Al Asimah,YE1301,Old City,AL Mokhtar,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,345,NaN,,,yes,yes,,426,NaN,,,YE13,2,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,6d14fcd6-256b-4ecb-beae-84ab0542c431
1/20/2019,YE13,Amanat Al Asimah,YE1301,Old City,Al Qasmi shop,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,NaN,,,yes,yes,,120,NaN,,,yes,yes,125,150,96,,,yes,yes,,120,NaN,,,yes,yes,,600,NaN,,,YE13,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,834d07b1-dc12-4976-8b7b-ea0e8a5918b9
1/20/2019,YE13,Amanat Al Asimah,YE1301,Old City,Al Tamwen shop,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,NaN,,,yes,yes,,120,NaN,,,yes,yes,125,120,76.8,,,yes,yes,,100,NaN,,,yes,yes,,550,NaN,,,YE13,Wholesaler,3,Price_inflation Insecurity_and_instability,1,0,0,1,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,2b7fc00c-ee39-4642-a8c9-d4fbe654c0dc
1/20/2019,YE13,Amanat Al Asimah,YE1301,Old City,Zaid shop for food supplies,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,NaN,,,yes,yes,,120,NaN,,,yes,yes,125,130,83.2,,,yes,yes,,110,NaN,,,yes,yes,,600,NaN,,,YE13,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,0d45d3b7-ba0e-42e0-a0ca-ebd31ea5db70
1/24/2019,YE30,Al Dhale'e,YE3003,Qa'atabah,Al Fakher,Rural,Yes,Cash,1,0,0,0,0,0,0,0,0,,Yes,Yes,,300,NaN,,,Yes,Yes,,300,NaN,,,YE24,25,Shortage of Demand Supply Shortage,0,0,1,0,1,0,0,0,0,0,0,,Yes,Cash Credit,1,0,0,0,1,0,0,0,0,,Yes,Yes,,120,NaN,,,No,,,,,,,Yes,Yes,250,720,230.4,,,Yes,Yes,,80,NaN,,,Yes,Yes,,600,NaN,,,YE20,Wholesaler,7,Price Inflation Shortage of Demand Supply Shortage,1,0,1,0,1,0,0,0,0,0,0,Yes,Cash,1,0,0,0,0,0,0,0,0,,6,Private,Pumping Station or Borehole,No,2500,5,,10,No,,,Price Inflation Shortage of Demand Supply Shortage,1,0,1,0,1,0,0,0,0,0,0,Yes,533,,cc0f3b7e-8986-41a8-8f04-0967fac4b1ad
1/24/2019,YE30,Al Dhale'e,YE3003,Qa'atabah,Al Fakher,Rural,Yes,Cash,1,0,0,0,0,0,0,0,0,,Yes,Yes,,300,NaN,,,Yes,Yes,,310,NaN,,,YE19,25,Price Inflation Shortage of Demand Supply Shortage,1,0,1,0,1,0,0,0,0,0,0,,Yes,Cash Credit,1,0,0,0,1,0,0,0,0,,Yes,Yes,,95,NaN,,,Yes,Yes,,100,NaN,,,Yes,Yes,250,700,224,,,Yes,No,110,85,77.27272727,,,Yes,Yes,,500,NaN,,,YE20,Wholesaler,25,Shortage of Demand Supply Shortage Transportation Issues,0,0,1,0,1,0,1,0,0,0,0,Yes,Cash,1,0,0,0,0,0,0,0,0,,12,Private,Pumping Station or Borehole,No,2000,5,,15,No,,,Shortage of Demand Supply Shortage,0,0,1,0,1,0,0,0,0,0,0,Yes,535,,a805a398-e28a-4790-87dd-1e5ad3f0572b
1/24/2019,YE30,Al Dhale'e,YE3003,Qa'atabah,Al Fakher,Rural,Yes,Cash Credit,1,0,0,0,1,0,0,0,0,,Yes,Yes,,300,NaN,,,Yes,Yes,,300,NaN,,,YE19,20,Price Inflation Shortage of Demand Supply Shortage,1,0,1,0,1,0,0,0,0,0,0,,Yes,Cash Credit,1,0,0,0,1,0,0,0,0,,Yes,Yes,,100,NaN,,,Yes,Yes,,100,NaN,,,Yes,Yes,250,720,230.4,,,Yes,Yes,,80,NaN,,,Yes,Yes,,600,NaN,,,YE20,Wholesaler,20,Shortage of Demand Supply Shortage,0,0,1,0,1,0,0,0,0,0,0,Yes,Cash,1,0,0,0,0,0,0,0,0,,6,Private,Pumping Station or Borehole,No,2500,10,,10,No,,,Shortage of Demand Supply Shortage,0,0,1,0,1,0,0,0,0,0,0,Yes,530,,ab41babb-eb68-43a9-a6bf-1120ed9b63c7
1/21/2019,YE17,Hajjah,YE1713,Qafl Shamer,Qufl Shamr,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,360,NaN,,,yes,yes,,420,NaN,,,YE18,5,Price_inflation Insecurity_and_instability Government_regulations,1,0,0,1,0,1,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,NaN,,,yes,yes,,150,NaN,,,yes,yes,75,120,128,,,yes,no,110,70,63.63636364,,,yes,yes,,750,NaN,,,YE17,Wholesaler,3,Price_inflation Insecurity_and_instability,1,0,0,1,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,5,Private,Pumping_Station_or_Borehole,no,3300,7,,10,no,,,Price_inflation Insecurity_and_instability Transportation_issues,1,0,0,1,0,0,1,0,0,0,0,yes,520,,7715f80e-b618-4f55-bb27-4e57d367f85c
1/21/2019,YE17,Hajjah,YE1713,Qafl Shamer,Qufl Shamr,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,350,NaN,,,yes,yes,,420,NaN,,,YE17,3,Price_inflation Insecurity_and_instability Government_regulations,1,0,0,1,0,1,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,NaN,,,yes,yes,,150,NaN,,,yes,yes,75,130,138.6666667,,,yes,no,110,70,63.63636364,,,yes,yes,,800,NaN,,,YE17,Wholesaler,3,Do_not_know,0,0,0,0,0,0,0,0,1,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,5,Private,Pumping_Station_or_Borehole,no,3500,10,,10,no,,,Price_inflation Insecurity_and_instability Transportation_issues,1,0,0,1,0,0,1,0,0,0,0,yes,520,,731f8bab-8db3-42f1-817e-7e2356876804
1/21/2019,YE17,Hajjah,YE1713,Qafl Shamer,Shamr,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,350,NaN,,,yes,yes,,410,NaN,,,YE18,4,Price_inflation Insecurity_and_instability Government_regulations,1,0,0,1,0,1,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,NaN,,,no,,,,,,,yes,yes,75,120,128,,,yes,no,200,150,75,,,yes,yes,,750,NaN,,,YE17,,3,No_constraints,0,0,0,0,0,0,0,0,0,1,0,yes,Cash,1,0,0,0,0,0,0,0,0,,5,Private,Pumping_Station_or_Borehole,no,3000,8,,15,yes,2500,5000,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,yes,525,,a5b50b1b-2ec7-4a7c-8003-50e0b01b5251
1/27/2019,YE14,Al Bayda,YE1413,Rada',new central market,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,345,NaN,,,yes,yes,,350,NaN,,,YE26,7,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability Transportation_issues,1,1,1,1,0,0,1,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,NaN,,,yes,yes,,350,NaN,,,yes,yes,100,150,120,,,yes,yes,,150,NaN,,,yes,yes,,600,NaN,,,YE13,Wholesaler,7,Price_inflation Liquidity_shortage Shortage_of_demand Supply_shortage Transportation_issues,1,1,1,0,1,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,2,Private,Pumping_Station_or_Borehole,yes,8000,6,,12,yes,8500,14000,Price_inflation Shortage_of_demand Supply_shortage,1,0,1,0,1,0,0,0,0,0,0,yes,540,,99375dae-4b9e-4be5-902c-3e715466146d
1/27/2019,YE14,Al Bayda,YE1413,Rada',old hospital market,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,350,NaN,,,yes,yes,,360,NaN,,,YE26,5,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability Transportation_issues,1,1,1,1,0,0,1,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,NaN,,,yes,yes,,400,NaN,,,yes,yes,100,170,136,,,yes,yes,,160,NaN,,,yes,yes,,650,NaN,,,YE13,Wholesaler,2,Price_inflation Liquidity_shortage Shortage_of_demand Supply_shortage,1,1,1,0,1,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,2,Private,Pumping_Station_or_Borehole,yes,5500,5,,6,yes,8500,15000,Price_inflation Liquidity_shortage Shortage_of_demand Supply_shortage,1,1,1,0,1,0,0,0,0,0,0,yes,550,,29126e14-9aa5-40d2-95ae-8901a1beee07
