date_survey,enumerator_id,select_one_organisation_name,governorate_ID,district_ID,market_name,type_area,fuel_prices,cash_feasibility_fuel,cash_feasibility_fuel/Cash,cash_feasibility_fuel/Mobile_money,cash_feasibility_fuel/Credit_debit_Card,cash_feasibility_fuel/Prepaid_cards,cash_feasibility_fuel/Credit,cash_feasibility_fuel/Vouchers,cash_feasibility_fuel/Bartering,cash_feasibility_fuel/Other,cash_feasibility_fuel/Do_not_know,Other_cash_feasibility_fuel,sell_petrol,quantity_1L_petrol,quantity_other_petrol,price_petrol,calc_price_petrol,price_petrol_normalised,sell_diesel,quantity_1L_diesel,diesel_quantity_other,price_diesel,calc_price_diesel,price_diesel_normalised,fuel_gov_origin,fuel_restock_days_min,fuel_constraints_multiple,fuel_constraints_multiple/Price_inflation,fuel_constraints_multiple/Liquidity_shortage,fuel_constraints_multiple/Shortage_of_demand,fuel_constraints_multiple/Insecurity_and_instability,fuel_constraints_multiple/Supply_shortage,fuel_constraints_multiple/Government_regulations,fuel_constraints_multiple/Transportation_issues,fuel_constraints_multiple/Other_see_next_question,fuel_constraints_multiple/Do_not_know,fuel_constraints_multiple/No_constraints,fuel_constraints_multiple/Vendor_did_not_answer,wash_prices,cash_feasibility_wash,cash_feasibility_wash/Cash,cash_feasibility_wash/Mobile_money,cash_feasibility_wash/Credit_debit_Card,cash_feasibility_wash/Prepaid_cards,cash_feasibility_wash/Credit,cash_feasibility_wash/Vouchers,cash_feasibility_wash/Bartering,cash_feasibility_wash/Other,cash_feasibility_wash/Do_not_know,Other_cash_feasibility_wash,sell_bottled_water,quantity_0.75L,bottled_quantity_other,price_bottled_water,calc_price_bottled_water,price_bottled_water_normalised,sell_treated_water,quantity_10L,treated_quantity_other,price_treated_water,calc_price_treated_water,price_treated_water_normalised,sell_soap,quantity_1bar,soap_quantity_specify,price_soap,calc_price_soap,price_soap_normalised,sell_laundry_powder,quantity_100g,laundry_quantity_other,price_laundry_powder,calc_price_laundry,price_laundry_powder_normalised,sell_sanitary_napkins,quantity_10units,napkins_quantity_other,price_sanitary_napkins,calc_price_sanitary,price_sanitary_napkins_normalised,wash_gov_origin,wash_type_supplier,wash_restock_days_min,wash_constraints_multiple,wash_constraints_multiple/Price_inflation,wash_constraints_multiple/Liquidity_shortage,wash_constraints_multiple/Shortage_of_demand,wash_constraints_multiple/Insecurity_and_instability,wash_constraints_multiple/Supply_shortage,wash_constraints_multiple/Government_regulations,wash_constraints_multiple/Transportation_issues,wash_constraints_multiple/Other_see_next_question,wash_constraints_multiple/Do_not_know,wash_constraints_multiple/No_constraints,wash_constraints_multiple/Vendor_did_not_answer,water_trucking_prices,cash_feasibility_water_trucking,cash_feasibility_water_trucking/Cash,cash_feasibility_water_trucking/Mobile_money,cash_feasibility_water_trucking/Credit_debit_Card,cash_feasibility_water_trucking/Prepaid_cards,cash_feasibility_water_trucking/Credit,cash_feasibility_water_trucking/Vouchers,cash_feasibility_water_trucking/Bartering,cash_feasibility_water_trucking/Other,cash_feasibility_water_trucking/Do_not_know,Other_cash_feasibility_water_trucking,capacity_truck,type_owner,type_water,water_chlorinated,cost_cubic_meter,location_source,price_cubic_meter,distance_travelled,distance_price,additional_cost_5,additional_cost_10,constraints_multiple,constraints_multiple/Price_inflation,constraints_multiple/Liquidity_shortage,constraints_multiple/Shortage_of_demand,constraints_multiple/Insecurity_and_instability,constraints_multiple/Supply_shortage,constraints_multiple/Government_regulations,constraints_multiple/Transportation_issues,constraints_multiple/Other_see_next_question,constraints_multiple/Do_not_know,constraints_multiple/No_constraints,constraints_multiple/Vendor_did_not_answer,exchange_rate,exchange_rate_result,_uuid
11/27/2018,Shaima,SDF,YE13,YE1306,Al Matari Shops,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,130,NaN,130,yes,yes,,200,NaN,200,yes,yes,125,140,89.6,89.6,yes,yes,,130,NaN,130,yes,yes,,600,NaN,600,YE13,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,299df46d-9929-4aff-83ba-d23216933265
11/26/2018,Shaima,SDF,YE13,YE1308,Al Raqqas Station,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,500,NaN,500,yes,yes,,530,NaN,530,YE18,4,Price_inflation Insecurity_and_instability Government_regulations Transportation_issues,1,0,0,1,0,1,1,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,13eb201b-c40b-4ed6-be1c-cb0f139345ec
11/26/2018,Shaima,SDF,YE13,YE1308,Hayel Station,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,500,NaN,500,yes,yes,,530,NaN,530,YE18,,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,5efa8a64-a303-4e70-ac4d-86d3bc144edc
11/27/2018,Shaima,SDF,YE13,YE1308,Sadeq Mohammed Abdullah,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,5,Private,Pumping_Station_or_Borehole,no,825,1,,1,no,,,Transportation_issues,0,0,0,0,0,0,1,0,0,0,0,no,,3a3e6bcc-e93d-4a1b-8ada-43296c320e6b
11/27/2018,Shaima,SDF,YE13,YE1308,A Fat-h Shops,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,110,NaN,110,yes,yes,,200,NaN,200,yes,yes,125,150,96,96,yes,yes,,150,NaN,150,yes,yes,,650,NaN,650,YE13,Wholesaler,3,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,03132600-d5da-4e52-80bc-c2300ba1d964
11/27/2018,Shaima,SDF,YE13,YE1308,Eyad Shops,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,140,NaN,140,yes,yes,,220,NaN,220,yes,yes,125,140,89.6,89.6,yes,yes,,150,NaN,150,yes,yes,,600,NaN,600,,Wholesaler,1,Price_inflation Government_regulations,1,0,0,0,0,1,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,e99ee984-23f6-4294-90c6-beb69ac96308
11/26/2018,Ali khaled,SI,YE18,YE1820,Al Khokha,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,415,NaN,415,yes,yes,,375,NaN,375,YE24,7,Transportation_issues,0,0,0,0,0,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,NaN,150,yes,yes,,70,NaN,70,no,,,,,,yes,yes,,130,NaN,130,no,,,,,,YE18,Wholesaler,3,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,555,eacbac6f-271e-41d6-acd9-381d0e90c7b6
11/26/2018,Mohammed,SI,YE18,YE1820,Al Khawkha,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,415,NaN,415,yes,yes,,375,NaN,375,YE24,2,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,170,NaN,170,no,,,,,,yes,yes,,120,,,yes,yes,,130,NaN,130,no,,,,,,YE24,Wholesaler,7,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,549,924fd418-29bf-4e47-85ed-c2685582a147
11/26/2018,Mohammed,SI,YE18,YE1820,Al Khokha,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,415,NaN,415,yes,yes,,375,NaN,375,YE24,5,Other_see_next_question,0,0,0,0,0,0,0,1,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,170,NaN,170,no,,,,,,yes,yes,,180,,,yes,yes,,130,NaN,130,no,,,,,,YE15,Wholesaler,7,Other_see_next_question,0,0,0,0,0,0,0,1,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,7801aee7-0129-4e2a-8bce-7747d000f692
11/26/2018,Mohammed,SI,YE18,YE1820,Al Khokha,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,415,NaN,415,yes,yes,,375,NaN,375,YE24,,Insecurity_and_instability,0,0,0,1,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,NaN,150,no,,,,,,yes,yes,,120,,,yes,yes,,120,NaN,120,no,,,,,,YE15,Wholesaler,3,No_constraints,0,0,0,0,0,0,0,0,0,1,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,49b7aff2-2e10-4bc0-a5be-e6ad6fa71841
11/26/2018,Ali khaled,SI,YE18,YE1820,Al Khokha,Urban,yes,Cash Credit,1,0,0,0,1,0,0,0,0,,yes,yes,,390,NaN,390,yes,yes,,360,NaN,360,YE24,3,Transportation_issues,0,0,0,0,0,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,NaN,150,no,,,,,,yes,yes,4200,7500,142.8571429,142.8571429,yes,no,500,550,110,110,yes,yes,,400,NaN,400,YE24,Wholesaler,7,Liquidity_shortage Shortage_of_demand Insecurity_and_instability,0,1,1,1,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,549,43ac7ffd-8a6d-48a4-bba0-8eab379f56e8
11/26/2018,Mohammed,SI,YE18,YE1820,Al Khokha,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,no,,,,,,no,,,,,,no,,,,,,yes,no,,530,NaN,530,yes,no,,780,,,YE24,Other,2,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,555,9ba772fd-6811-4c78-bff8-f40b9f6b3f23
11/26/2018,Ridwan,TYF,YE12,YE1211,Al Huson,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,780,NaN,780,yes,yes,,850,NaN,850,YE24,10,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,yes,Cash Credit,1,0,0,0,1,0,0,0,0,,yes,yes,,150,NaN,150,yes,yes,,100,NaN,100,yes,yes,80,150,150,150,yes,yes,,100,NaN,100,yes,yes,,500,NaN,500,YE12,Wholesaler,5,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,510,fb27d45a-0518-4332-abf8-54be1dbb54db
11/26/2018,Ridwan,TYF,YE12,YE1211,Al Kod,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,400,NaN,400,yes,yes,,375,NaN,375,YE24,10,Shortage_of_demand,0,0,1,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,NaN,150,yes,no,20,150,75,75,yes,yes,80,150,150,150,yes,no,250,170,68,68,yes,yes,,500,NaN,500,YE12,Wholesaler,7,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,2b2dba9b-e0e0-4ab4-a0c9-27ebc630f812
11/26/2018,Ridwan,TYF,YE12,YE1211,Al Makhzan,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,no,,,,,,no,,,,,,,,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,NaN,150,yes,yes,,100,NaN,100,yes,yes,80,150,150,150,yes,yes,,80,NaN,80,yes,yes,,600,NaN,600,YE12,Wholesaler,,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,5af5a480-b85f-4f9f-a59e-4c387570ca43
11/26/2018,Ridwan,TYF,YE12,YE1211,Al Makhzan,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,390,NaN,390,yes,yes,,375,NaN,375,YE24,5,Price_inflation Supply_shortage Transportation_issues,1,0,0,0,1,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,NaN,150,yes,yes,,100,NaN,100,yes,yes,80,150,150,150,yes,yes,,150,NaN,150,yes,yes,,600,NaN,600,YE12,Wholesaler,7,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,7b38924c-c279-4453-9ccc-e00188570df2
11/26/2018,Ridwan,TYF,YE12,YE1211,Batees,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,no,,,,,,yes,yes,,900,NaN,900,YE24,10,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash Credit,1,0,0,0,1,0,0,0,0,,yes,yes,,130,NaN,130,yes,yes,,100,NaN,100,yes,yes,80,150,150,150,yes,yes,,200,NaN,200,yes,yes,,350,NaN,350,YE12,Wholesaler,7,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,2355a5bd-dca1-44e5-ac54-a60787f2aa52
11/26/2018,Ridwan,TYF,YE12,YE1211,Ja'ar,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,780,NaN,780,yes,yes,,750,NaN,750,YE24,5,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,NaN,150,yes,yes,,100,NaN,100,yes,yes,80,150,150,150,yes,yes,,100,NaN,100,yes,yes,,500,NaN,500,YE12,Wholesaler,30,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,436b694e-41ae-4b9e-9278-d733c177c9f0
11/26/2018,Ridwan,TYF,YE12,YE1211,Ja'ar,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,800,NaN,800,yes,yes,,750,NaN,750,YE24,3,No_constraints,0,0,0,0,0,0,0,0,0,1,0,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,NaN,150,yes,yes,,100,NaN,100,yes,yes,80,100,100,100,yes,yes,,150,NaN,150,yes,yes,,550,NaN,550,YE12,Wholesaler,10,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,c9fafea5-9540-43df-8b4a-288c305b8308
11/26/2018,Ridwan,TYF,YE12,YE1211,Al Huson,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash Credit,1,0,0,0,1,0,0,0,0,,yes,yes,,150,NaN,150,yes,yes,,100,NaN,100,yes,yes,80,150,150,150,yes,yes,,150,NaN,150,yes,yes,,500,NaN,500,YE12,Wholesaler,10,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,dcee76f9-ea1d-4f66-9a7d-3f493c2c2b0d
11/26/2018,Ridwan,TYF,YE12,YE1211,Al Huson,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,no,,,,,,yes,yes,,100,NaN,100,yes,yes,80,150,150,150,yes,yes,,150,NaN,150,yes,yes,,500,NaN,500,YE12,Wholesaler,30,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,5b433e8d-ebf4-4395-8119-875e9b37ae83
11/26/2018,Ridwan,TYF,YE12,YE1211,Al Kod,Rural,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash Credit,1,0,0,0,1,0,0,0,0,,yes,yes,,120,NaN,120,yes,yes,,75,NaN,75,yes,yes,100,150,120,120,yes,yes,,100,NaN,100,yes,yes,,650,NaN,650,YE12,Wholesaler,10,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,0f821349-9c53-4512-b75e-0f16abb43bcd
11/26/2018,Ridwan,TYF,YE12,YE1211,Al Kod,Rural,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,NaN,150,yes,yes,,150,NaN,150,yes,yes,80,150,150,150,yes,yes,,100,NaN,100,no,,,,,,YE12,Wholesaler,10,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,ee504b74-dc10-4217-8895-3ba3b18cc1fd
11/26/2018,Ridwan,TYF,YE12,YE1211,Al Makhzan,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,NaN,150,yes,yes,,70,NaN,70,yes,yes,80,120,120,120,yes,yes,,170,NaN,170,yes,yes,,600,NaN,600,YE12,,3,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,dcbe070b-099f-4683-b07b-57868828da2c
11/26/2018,Ridwan,TYF,YE12,YE1211,Al Maseemie,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,NaN,150,yes,yes,,80,NaN,80,yes,yes,80,600,600,600,yes,yes,,100,NaN,100,yes,yes,,650,NaN,650,YE12,Wholesaler,7,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,b2138931-96ba-4475-a59a-6e5efc2c345f
11/26/2018,Ridwan,TYF,YE12,YE1211,Al Maseemie,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,130,NaN,130,yes,yes,,80,NaN,80,yes,yes,80,130,130,130,yes,yes,,100,NaN,100,yes,yes,,550,NaN,550,YE12,,30,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,32bd9d9f-9a22-41cd-8239-f87a2fe7ae20
11/26/2018,Ridwan,TYF,YE12,YE1211,Al Maseemie,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,130,NaN,130,yes,yes,,80,NaN,80,yes,yes,80,150,150,150,yes,yes,,90,NaN,90,yes,yes,,600,NaN,600,YE12,Wholesaler,10,Liquidity_shortage,0,1,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,24eacac6-13c4-408f-8adc-8f78be8a7075
11/26/2018,Ridwan,TYF,YE12,YE1211,Batees,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash Credit,1,0,0,0,1,0,0,0,0,,yes,yes,,150,NaN,150,yes,yes,,100,NaN,100,yes,yes,80,170,170,170,yes,yes,,150,NaN,150,yes,yes,,600,NaN,600,YE12,Wholesaler,30,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,525,8c7139f0-ba7c-41be-90c7-70ac69283961
11/26/2018,Ridwan,TYF,YE12,YE1211,Batees,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash Credit,1,0,0,0,1,0,0,0,0,,yes,yes,,150,NaN,150,yes,yes,,100,NaN,100,yes,yes,80,150,150,150,yes,yes,,600,NaN,600,yes,yes,,600,NaN,600,YE12,Wholesaler,15,Price_inflation Shortage_of_demand,1,0,1,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,ce5390a5-8c4e-4027-9455-b759da9f8427
11/26/2018,Ridwan,TYF,YE12,YE1211,Ja'ar,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash Credit,1,0,0,0,1,0,0,0,0,,yes,yes,,140,NaN,140,yes,yes,,80,NaN,80,yes,yes,80,130,130,130,yes,yes,,80,NaN,80,yes,yes,,500,NaN,500,YE12,Wholesaler,7,Price_inflation Supply_shortage,1,0,0,0,1,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,54d9730a-f8bb-4dc4-acea-81358c2bece7
11/24/2018,Fat-heyah,TYF,YE15,YE1509,Mafraq Al Bereen (Yafres Station),Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,420,NaN,420,yes,yes,,420,NaN,420,YE25,1,Insecurity_and_instability Supply_shortage Transportation_issues,0,0,0,1,1,0,1,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,5,Private,Pumping_Station_or_Borehole,no,1500,1,,15,yes,8000,15000,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,no,,63b6238e-7d7f-46b6-ba0c-d8ee29b42402
11/24/2018,Fat-heyah,TYF,YE15,YE1509,Mafraq Jabal Habshi,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,425,NaN,425,yes,yes,,400,NaN,400,YE25,1,Insecurity_and_instability,0,0,0,1,0,0,0,0,0,0,0,yes,Cash Mobile_money,1,1,0,0,0,0,0,0,0,,yes,yes,,100,NaN,100,no,,,,,,yes,yes,85,150,141.1764706,141.1764706,yes,yes,,100,NaN,100,no,,,,,,YE24,Wholesaler,2,Price_inflation Supply_shortage,1,0,0,0,1,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,52173175-3035-4b20-af38-501ee712b81f
11/24/2018,Fat-heyah,TYF,YE15,YE1509,Mafrq Jabal Habshi Market,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,425,NaN,425,yes,yes,,400,NaN,400,YE25,1,Transportation_issues,0,0,0,0,0,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,NaN,150,yes,yes,,100,NaN,100,yes,yes,85,120,112.9411765,112.9411765,yes,yes,,100,NaN,100,no,,,,,,YE15,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,5,Private,Pumping_Station_or_Borehole,no,600,1,,5,yes,12000,30000,Other_see_next_question,0,0,0,0,0,0,0,1,0,0,0,no,,a38fe59b-10b2-49a9-a778-9bd5820f58d8
11/24/2018,Fat-heyah,TYF,YE15,YE1509,Mafraq Jabal Habshi,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,420,NaN,420,yes,yes,,400,NaN,400,YE25,1,Price_inflation Insecurity_and_instability,1,0,0,1,0,0,0,0,0,0,0,yes,Cash Mobile_money,1,1,0,0,0,0,0,0,0,,yes,yes,,150,NaN,150,yes,yes,,100,NaN,100,yes,yes,85,300,282.3529412,282.3529412,yes,yes,,100,NaN,100,no,,,,,,YE15,Wholesaler,1,Insecurity_and_instability,0,0,0,1,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,545,b3f9fc20-141e-40f8-824e-82bb367e64be
11/24/2018,Fat-heyah,TYF,YE15,YE1509,Mafrq Jabal Habshi Market,Urban,yes,Cash Credit,1,0,0,0,1,0,0,0,0,,yes,yes,,425,NaN,425,yes,yes,,400,NaN,400,YE25,1,Price_inflation Insecurity_and_instability,1,0,0,1,0,0,0,0,0,0,0,yes,Cash Mobile_money,1,1,0,0,0,0,0,0,0,,yes,yes,,150,NaN,150,no,,,,,,yes,yes,85,100,94.11764706,94.11764706,yes,no,110,100,90.90909091,90.90909091,no,,,,,,YE15,Wholesaler,2,Liquidity_shortage Shortage_of_demand,0,1,1,0,0,0,0,0,0,0,0,yes,Cash Mobile_money,1,1,0,0,0,0,0,0,0,,5,Private,Pumping_Station_or_Borehole,no,600,1,,14,yes,40000,15000,Transportation_issues,0,0,0,0,0,0,1,0,0,0,0,yes,510,566cd4a2-f310-48ed-99c8-f46290cde56b
11/24/2018,Fat-heyah,TYF,YE15,YE1509,Al Bereen,Urban,yes,Cash Credit_debit_Card,1,0,1,0,0,0,0,0,0,,yes,yes,,425,NaN,425,yes,yes,,425,NaN,425,YE25,1,Price_inflation Shortage_of_demand Insecurity_and_instability,1,0,1,1,0,0,0,0,0,0,0,yes,Cash Mobile_money,1,1,0,0,0,0,0,0,0,,yes,yes,,150,NaN,150,yes,yes,,100,NaN,100,yes,yes,85,130,122.3529412,122.3529412,yes,no,2500,2300,92,92,yes,yes,,500,NaN,500,YE24,Wholesaler,2,Price_inflation Insecurity_and_instability Transportation_issues,1,0,0,1,0,0,1,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,530,07b79ee6-62f5-4bf1-86f3-006da550afd0
11/24/2018,Fat-heyah,TYF,YE15,YE1509,Mafrq Jabal Habshi Market,Urban,yes,Cash Mobile_money Credit,1,1,0,0,1,0,0,0,0,,yes,yes,,410,NaN,410,yes,yes,,400,NaN,400,YE25,1,Price_inflation Insecurity_and_instability Supply_shortage Government_regulations Transportation_issues,1,0,0,1,1,1,1,0,0,0,0,yes,Cash Mobile_money Credit_debit_Card,1,1,1,0,0,0,0,0,0,,yes,yes,,150,NaN,150,no,,,,,,yes,no,6120,8500,111.1111111,111.1111111,yes,yes,,100,NaN,100,no,,,,,,YE15,Wholesaler,1,Shortage_of_demand Insecurity_and_instability Other_see_next_question,0,0,1,1,0,0,0,1,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,5.2,Private,Pumping_Station_or_Borehole,no,575,1,,8,yes,20000,30000,Price_inflation Transportation_issues Other_see_next_question,1,0,0,0,0,0,1,1,0,0,0,yes,540,4af303ef-d242-4628-b3e8-d45b635ceef4
