Index_ID,date_ID,governorate_ID,governorate_name,district_ID,district_name,market_name,type_area,fuel_prices,cash_feasibility_fuel,cash_feasibility_fuel.Cash,cash_feasibility_fuel.Mobile_money,cash_feasibility_fuel.Credit_debit_Card,cash_feasibility_fuel.Prepaid_cards,cash_feasibility_fuel.Credit,cash_feasibility_fuel.Vouchers,cash_feasibility_fuel.Bartering,cash_feasibility_fuel.Other,cash_feasibility_fuel.Do_not_know,Other_cash_feasibility_fuel,sell_petrol,quantity_1L_petrol,quantity_other_petrol,price_petrol,calc_price_petrol,price_petrol_normalised,sell_diesel,quantity_1L_diesel,diesel_quantity_other,price_diesel,calc_price_diesel,price_diesel_normalised,fuel_gov_origin,fuel_restock_days_min,fuel_constraints_multiple,fuel_constraints_multiple.Price_inflation,fuel_constraints_multiple.Liquidity_shortage,fuel_constraints_multiple.Shortage_of_demand,fuel_constraints_multiple.Insecurity_and_instability,fuel_constraints_multiple.Supply_shortage,fuel_constraints_multiple.Government_regulations,fuel_constraints_multiple.Transportation_issues,fuel_constraints_multiple.Other_see_next_question,fuel_constraints_multiple.Do_not_know,fuel_constraints_multiple.No_constraints,fuel_constraints_multiple.Vendor_did_not_answer,wash_prices,cash_feasibility_wash,cash_feasibility_wash.Cash,cash_feasibility_wash.Mobile_money,cash_feasibility_wash.Credit_debit_Card,cash_feasibility_wash.Prepaid_cards,cash_feasibility_wash.Credit,cash_feasibility_wash.Vouchers,cash_feasibility_wash.Bartering,cash_feasibility_wash.Other,cash_feasibility_wash.Do_not_know,Other_cash_feasibility_wash,sell_bottled_water,quantity_0.75L,bottled_quantity_other,price_bottled_water,calc_price_bottled_water,price_bottled_water_normalised,sell_treated_water,quantity_10L,treated_quantity_other,price_treated_water,calc_price_treated_water,price_treated_water_normalised,sell_soap,quantity_1bar,soap_quantity_specify,price_soap,calc_price_soap,price_soap_normalised,sell_laundry_powder,quantity_100g,laundry_quantity_other,price_laundry_powder,calc_price_laundry,price_laundry_powder_normalised,sell_sanitary_napkins,quantity_10units,napkins_quantity_other,price_sanitary_napkins,calc_price_sanitary,price_sanitary_napkins_normalised,wash_gov_origin,wash_type_supplier,wash_restock_days_min,wash_constraints_multiple,wash_constraints_multiple.Price_inflation,wash_constraints_multiple.Liquidity_shortage,wash_constraints_multiple.Shortage_of_demand,wash_constraints_multiple.Insecurity_and_instability,wash_constraints_multiple.Supply_shortage,wash_constraints_multiple.Government_regulations,wash_constraints_multiple.Transportation_issues,wash_constraints_multiple.Other_see_next_question,wash_constraints_multiple.Do_not_know,wash_constraints_multiple.No_constraints,wash_constraints_multiple.Vendor_did_not_answer,water_trucking_prices,cash_feasibility_water_trucking,cash_feasibility_water_trucking.Cash,cash_feasibility_water_trucking.Mobile_money,cash_feasibility_water_trucking.Credit_debit_Card,cash_feasibility_water_trucking.Prepaid_cards,cash_feasibility_water_trucking.Credit,cash_feasibility_water_trucking.Vouchers,cash_feasibility_water_trucking.Bartering,cash_feasibility_water_trucking.Other,cash_feasibility_water_trucking.Do_not_know,Other_cash_feasibility_water_trucking,capacity_truck,type_owner,type_water,water_chlorinated,cost_cubic_meter,location_source,price_cubic_meter,distance_travelled,distance_price,additional_cost_5,additional_cost_10,constraints_multiple,constraints_multiple.Price_inflation,constraints_multiple.Liquidity_shortage,constraints_multiple.Shortage_of_demand,constraints_multiple.Insecurity_and_instability,constraints_multiple.Supply_shortage,constraints_multiple.Government_regulations,constraints_multiple.Transportation_issues,constraints_multiple.Other_see_next_question,constraints_multiple.Do_not_know,constraints_multiple.No_constraints,constraints_multiple.Vendor_did_not_answer,exchange_rate,uuid
983,Nov-18,YE22,Sa'ada,YE2211,Sahar,Altaleh,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,500,NA,500,yes,yes,NA,530,NA,530,YE29,NA,Shortage_of_demand Transportation_issues,0,0,1,0,0,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,150,NA,150,yes,yes,NA,300,NA,300,yes,yes,75,150,160,160,yes,yes,NA,100,NA,100,yes,yes,NA,650,NA,650,YE22,Vendor,30,Price_inflation Supply_shortage,1,0,0,0,1,0,0,0,0,0,0,yes,Cash Credit,1,0,0,0,1,0,0,0,0,NA,6,Private,Pumping_Station_or_Borehole,yes,1500,5,NA,10,yes,1000,2000,Insecurity_and_instability Transportation_issues,0,0,0,1,0,0,1,0,0,0,0,530,d03cc4bc-ed33-4b86-b65c-51abf8572a86
984,Nov-18,YE22,Sa'ada,YE2211,Sahar,Ahma,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,650,NA,650,yes,yes,NA,670,NA,670,YE29,25,Price_inflation Shortage_of_demand Transportation_issues,1,0,1,0,0,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,150,NA,150,yes,yes,NA,300,NA,300,yes,yes,75,300,320,320,yes,yes,NA,100,NA,100,yes,yes,NA,700,NA,700,YE22,Vendor,30,Price_inflation Shortage_of_demand Transportation_issues,1,0,1,0,0,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,4,Private,Pumping_Station_or_Borehole,no,1600,8,NA,10,yes,1000,2000,Price_inflation Shortage_of_demand Insecurity_and_instability Transportation_issues,1,0,1,1,0,0,1,0,0,0,0,550,c175152d-a350-4267-8bd6-e3346c1c8a62
985,Nov-18,YE22,Sa'ada,YE2211,Sahar,Almodee,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,500,NA,500,yes,yes,NA,530,NA,530,YE29,30,Price_inflation Shortage_of_demand,1,0,1,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,150,NA,150,yes,yes,NA,300,NA,300,yes,yes,75,120,128,128,yes,yes,NA,110,NA,110,yes,yes,NA,600,NA,600,YE22,Vendor,30,Price_inflation Supply_shortage,1,0,0,0,1,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,4,Private,Pumping_Station_or_Borehole,no,1500,3,NA,10,yes,1000,2000,Price_inflation Liquidity_shortage Transportation_issues,1,1,0,0,0,0,1,0,0,0,0,540,1dfe3ae1-216a-4a10-9b19-2c67cb2426aa
986,Nov-18,YE22,Sa'ada,YE2215,Sa'adah,Ghadara,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,500,NA,500,yes,yes,NA,530,NA,530,YE26,25,Price_inflation Shortage_of_demand,1,0,1,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,150,NA,150,yes,yes,NA,300,NA,300,yes,yes,75,150,160,160,yes,yes,NA,100,NA,100,yes,yes,NA,100,NA,100,YE29,Vendor,21,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,4,Private,Pumping_Station_or_Borehole,no,1700,7,NA,10,yes,1200,2000,Price_inflation Insecurity_and_instability,1,0,0,1,0,0,0,0,0,0,0,530,2d32ccc7-0514-439f-84c8-cac6d94ad67f
987,Nov-18,YE22,Sa'ada,YE2215,Sa'adah,Almafreq,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,500,NA,500,yes,yes,NA,530,NA,530,YE26,14,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,yes,Cash Credit_debit_Card,1,0,1,0,0,0,0,0,0,NA,yes,yes,NA,150,NA,150,yes,yes,NA,300,NA,300,yes,yes,75,150,160,160,yes,yes,NA,100,NA,100,yes,yes,NA,600,NA,600,YE22,Vendor,30,Price_inflation Insecurity_and_instability,1,0,0,1,0,0,0,0,0,0,0,yes,Cash Credit,1,0,0,0,1,0,0,0,0,NA,4,Private,Pumping_Station_or_Borehole,no,1500,4,NA,10,yes,1000,2000,Price_inflation Insecurity_and_instability,1,0,0,1,0,0,0,0,0,0,0,530,fae168b2-28f6-4dcf-afd5-7eec9fab7bb6
988,Nov-18,YE22,Sa'ada,YE2215,Sa'adah,Almarkezi,Urban,yes,Cash Credit_debit_Card,1,0,1,0,0,0,0,0,0,NA,yes,yes,NA,500,NA,500,yes,yes,NA,530,NA,530,YE26,24,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash Credit,1,0,0,0,1,0,0,0,0,NA,yes,yes,NA,150,NA,150,yes,yes,NA,300,NA,300,yes,yes,75,150,160,160,yes,yes,NA,100,NA,100,yes,yes,NA,500,NA,500,YE22,Vendor,30,Price_inflation Insecurity_and_instability,1,0,0,1,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,8,Private,Pumping_Station_or_Borehole,no,1450,6,NA,10,yes,1500,3000,Price_inflation Insecurity_and_instability,1,0,0,1,0,0,0,0,0,0,0,530,3ebc8419-108b-4791-b7a1-cfa6335220b8
989,Nov-18,YE22,Sa'ada,YE2215,Sa'adah,Bab Al Salam,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,575,NA,575,yes,yes,NA,600,NA,600,YE22,7,Price_inflation Liquidity_shortage Transportation_issues,1,1,0,0,0,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,100,NA,100,yes,yes,NA,100,NA,100,yes,yes,75,150,160,160,yes,yes,NA,150,NA,150,yes,yes,NA,600,NA,600,YE22,Wholesaler,6,Price_inflation Liquidity_shortage Transportation_issues,1,1,0,0,0,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,3,Private,Pumping_Station_or_Borehole,no,1000,20,NA,25,yes,4000,8000,Price_inflation Liquidity_shortage Transportation_issues,1,1,0,0,0,0,1,0,0,0,0,550,0eda37bb-d80c-42d1-b656-fb90214295f9
990,Nov-18,YE22,Sa'ada,YE2215,Sa'adah,Bab Al Salam,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,575,NA,575,yes,yes,NA,600,NA,600,YE22,6,Price_inflation Liquidity_shortage Transportation_issues,1,1,0,0,0,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,100,NA,100,yes,yes,NA,100,NA,100,yes,yes,75,150,160,160,yes,yes,NA,150,NA,150,yes,yes,NA,600,NA,600,YE22,Wholesaler,6,Price_inflation Liquidity_shortage Transportation_issues,1,1,0,0,0,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,3,Private,Pumping_Station_or_Borehole,no,1000,20,NA,25,yes,4000,8000,Price_inflation Liquidity_shortage Transportation_issues,1,1,0,0,0,0,1,0,0,0,0,550,1c887885-debc-4129-bf37-3366d3fda5c6
991,Nov-18,YE22,Sa'ada,YE2215,Sa'adah,Bab Al Salam,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,575,NA,575,yes,yes,NA,600,NA,600,YE22,5,Price_inflation Liquidity_shortage Transportation_issues,1,1,0,0,0,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,100,NA,100,yes,yes,NA,100,NA,100,yes,yes,75,150,160,160,yes,yes,NA,150,NA,150,yes,yes,NA,600,NA,600,YE22,Wholesaler,6,Price_inflation Liquidity_shortage Transportation_issues,1,1,0,0,0,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,3,Private,Pumping_Station_or_Borehole,no,1000,20,NA,25,yes,4000,8000,Price_inflation Liquidity_shortage Transportation_issues,1,1,0,0,0,0,1,0,0,0,0,550,99c3daa2-e823-4558-93d3-157a9f0be705
992,Nov-18,YE22,Sa'ada,YE2215,Sa'adah,Bab Al Salam,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,575,NA,575,yes,yes,NA,600,NA,600,YE22,5,Price_inflation Liquidity_shortage Transportation_issues,1,1,0,0,0,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,100,NA,100,yes,yes,NA,100,NA,100,yes,yes,75,150,160,160,yes,yes,NA,150,NA,150,yes,yes,NA,600,NA,600,YE22,Wholesaler,6,Price_inflation Liquidity_shortage Transportation_issues,1,1,0,0,0,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,3,Private,Pumping_Station_or_Borehole,yes,1000,20,NA,25,yes,4000,8000,Price_inflation Liquidity_shortage Transportation_issues,1,1,0,0,0,0,1,0,0,0,0,550,079fb070-c600-42b1-a06a-4765d72f78bc
993,Nov-18,YE22,Sa'ada,YE2215,Sa'adah,Bab Al Salam,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,600,NA,600,yes,yes,NA,600,NA,600,YE22,6,Price_inflation Liquidity_shortage Transportation_issues,1,1,0,0,0,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,150,NA,150,yes,yes,NA,150,NA,150,yes,yes,75,100,106.6666667,106.6666667,yes,yes,NA,120,NA,120,yes,yes,NA,650,NA,650,YE22,Wholesaler,7,Price_inflation Liquidity_shortage Transportation_issues,1,1,0,0,0,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,5,Private,Pumping_Station_or_Borehole,yes,700,10,NA,20,yes,5000,10000,Price_inflation Liquidity_shortage Transportation_issues,1,1,0,0,0,0,1,0,0,0,0,550,a5f9289e-c309-487a-a115-d54c69c6e7cc
994,Nov-18,YE22,Sa'ada,YE2215,Sa'adah,Bab Al Salam,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,575,NA,575,yes,yes,NA,600,NA,600,YE22,7,Price_inflation Liquidity_shortage Transportation_issues,1,1,0,0,0,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,150,NA,150,yes,yes,NA,100,NA,100,yes,yes,75,120,128,128,yes,yes,NA,150,NA,150,yes,yes,NA,600,NA,600,YE22,Wholesaler,7,Price_inflation Liquidity_shortage Transportation_issues,1,1,0,0,0,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,4,Private,Pumping_Station_or_Borehole,yes,600,15,NA,15,yes,3500,7000,Price_inflation Liquidity_shortage Transportation_issues,1,1,0,0,0,0,1,0,0,0,0,550,f0384e7c-77a5-40b4-a747-f0c69152f1cb
995,Nov-18,YE23,Sana'a,YE2301,Hamdan,Al Arah,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,575,NA,575,yes,yes,NA,580,NA,580,YE18,8,Price_inflation Liquidity_shortage Shortage_of_demand,1,1,1,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,140,NA,140,no,NA,NA,NA,NA,NA,yes,yes,75,150,160,160,yes,yes,NA,150,NA,150,yes,yes,NA,640,NA,640,YE13,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,6,Private,Pumping_Station_or_Borehole,no,1100,5,NA,7,yes,7500,NA,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,540,0a79a9aa-c7ec-42b7-9170-55af26c6a5ab
996,Nov-18,YE23,Sana'a,YE2301,Hamdan,Al Arah,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,580,NA,580,no,NA,NA,NA,NA,NA,YE18,10,Price_inflation Liquidity_shortage Shortage_of_demand,1,1,1,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,130,NA,130,no,NA,NA,NA,NA,NA,yes,yes,75,160,170.6666667,170.6666667,yes,yes,NA,140,NA,140,yes,yes,NA,650,NA,650,YE13,Wholesaler,1,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,6,Private,Pumping_Station_or_Borehole,no,1100,6,NA,7,yes,7500,NA,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,540,3ade07dc-a533-473d-bbb3-70667fd0634f
997,Nov-18,YE23,Sana'a,YE2301,Hamdan,Al Arah,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,575,NA,575,yes,yes,NA,580,NA,580,YE18,8,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,130,NA,130,no,NA,NA,NA,NA,NA,yes,yes,75,150,160,160,yes,yes,NA,150,NA,150,yes,yes,NA,650,NA,650,YE13,Wholesaler,1,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,6,Private,Pumping_Station_or_Borehole,no,1100,5,NA,7,yes,7500,NA,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,540,1fcf789d-13c7-4a70-85b2-1ecc0fde7eac
998,Nov-18,YE23,Sana'a,YE2301,Hamdan,Jadr,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,575,NA,575,yes,yes,NA,575,NA,575,YE18,7,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,120,NA,120,yes,yes,NA,80,NA,80,yes,yes,75,130,138.6666667,138.6666667,yes,yes,NA,120,NA,120,yes,yes,NA,600,NA,600,YE13,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,6,Private,Pumping_Station_or_Borehole,no,1000,5,NA,6,yes,7000,NA,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,540,640b81ea-d7b8-400d-944a-67d741f597c4
999,Nov-18,YE23,Sana'a,YE2301,Hamdan,Jadr,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,575,NA,575,yes,yes,NA,575,NA,575,YE18,6,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,125,NA,125,yes,yes,NA,80,NA,80,yes,yes,75,150,160,160,yes,yes,NA,130,NA,130,yes,yes,NA,600,NA,600,YE13,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,6,Private,Pumping_Station_or_Borehole,no,1000,5,NA,6,yes,7000,NA,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,540,cff20091-f6ff-4b11-9a64-207d7680d087
1000,Nov-18,YE23,Sana'a,YE2301,Hamdan,Jadr,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,575,NA,575,yes,yes,NA,580,NA,580,YE18,7,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,140,NA,140,yes,yes,NA,80,NA,80,yes,yes,75,150,160,160,yes,yes,NA,120,NA,120,yes,yes,NA,620,NA,620,YE13,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,6,Private,Pumping_Station_or_Borehole,no,1000,5,NA,6,yes,7000,NA,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,540,a20e26e8-37a6-40f7-8d23-d71a8285c3b1
1001,Nov-18,YE23,Sana'a,YE2302,Arhab,Bait Al Washr,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,575,NA,575,yes,yes,NA,590,NA,590,YE26,5,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,150,NA,150,no,NA,NA,NA,NA,NA,yes,yes,75,150,160,160,yes,yes,NA,120,NA,120,yes,yes,NA,600,NA,600,YE13,Wholesaler,2,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,8,Private,Pumping_Station_or_Borehole,no,1500,8,NA,10,yes,15000,NA,Price_inflation Shortage_of_demand,1,0,1,0,0,0,0,0,0,0,0,540,2699270e-7656-4e10-8d9d-89984673c276
1002,Nov-18,YE23,Sana'a,YE2302,Arhab,Bait Al Washr,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,575,NA,575,no,NA,NA,NA,NA,NA,YE26,10,Price_inflation Liquidity_shortage Shortage_of_demand,1,1,1,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,150,NA,150,no,NA,NA,NA,NA,NA,yes,yes,75,150,160,160,yes,yes,NA,130,NA,130,yes,yes,NA,620,NA,620,YE13,Wholesaler,2,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,8,Private,Pumping_Station_or_Borehole,no,1500,8,NA,10,yes,15000,NA,Price_inflation Shortage_of_demand,1,0,1,0,0,0,0,0,0,0,0,540,1a3e364c-4fb8-4f5b-be52-c60d0f3cdc96
1003,Nov-18,YE23,Sana'a,YE2302,Arhab,Bait Al Washr,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,580,NA,580,yes,yes,NA,590,NA,590,YE18,8,Price_inflation Liquidity_shortage Shortage_of_demand,1,1,1,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,140,NA,140,no,NA,NA,NA,NA,NA,yes,yes,75,150,160,160,yes,yes,NA,130,NA,130,yes,yes,NA,650,NA,650,YE13,Wholesaler,2,Price_inflation Shortage_of_demand,1,0,1,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,8,Private,Pumping_Station_or_Borehole,no,1500,8,NA,10,yes,15000,NA,Price_inflation Shortage_of_demand,1,0,1,0,0,0,0,0,0,0,0,540,02e386b9-84cd-4c40-8e2c-bfd0a553dab7
1004,Nov-18,YE23,Sana'a,YE2302,Arhab,Arhab University,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,575,NA,575,yes,yes,NA,590,NA,590,YE18,10,Price_inflation Liquidity_shortage Shortage_of_demand,1,1,1,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,140,NA,140,yes,yes,NA,100,NA,100,yes,yes,75,150,160,160,yes,yes,NA,120,NA,120,yes,yes,NA,600,NA,600,YE13,Wholesaler,2,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,6,Private,Pumping_Station_or_Borehole,no,1250,6,NA,8,yes,10000,NA,Price_inflation Shortage_of_demand,1,0,1,0,0,0,0,0,0,0,0,540,73575c5b-062b-497a-8a07-51d1eb3023f8
1005,Nov-18,YE23,Sana'a,YE2302,Arhab,Arhab University,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,575,NA,575,yes,yes,NA,580,NA,580,YE18,10,Price_inflation Shortage_of_demand,1,0,1,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,130,NA,130,yes,yes,NA,120,NA,120,yes,yes,75,150,160,160,yes,yes,NA,120,NA,120,yes,yes,NA,630,NA,630,YE13,Wholesaler,2,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,6,Private,Pumping_Station_or_Borehole,no,1250,6,NA,8,yes,10000,NA,Price_inflation Shortage_of_demand,1,0,1,0,0,0,0,0,0,0,0,540,c783e4f4-41be-409a-8a24-5aa807296334
1006,Nov-18,YE23,Sana'a,YE2302,Arhab,Arhab University,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,575,NA,575,yes,yes,NA,580,NA,580,YE18,7,Price_inflation Liquidity_shortage Shortage_of_demand,1,1,1,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,150,NA,150,yes,yes,NA,120,NA,120,yes,yes,75,150,160,160,yes,yes,NA,130,NA,130,yes,yes,NA,650,NA,650,YE13,Wholesaler,2,Price_inflation Liquidity_shortage Shortage_of_demand,1,1,1,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,6,Private,Pumping_Station_or_Borehole,no,1250,6,NA,8,yes,10000,NA,Price_inflation Shortage_of_demand,1,0,1,0,0,0,0,0,0,0,0,540,5c222af6-8dc4-49e5-92ff-63993bfe59a4
1007,Nov-18,YE23,Sana'a,YE2304,Bani Hushaysh,Al Hataresh,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,575,NA,575,yes,yes,NA,580,NA,580,YE18,9,Price_inflation Liquidity_shortage Shortage_of_demand,1,1,1,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,130,NA,130,yes,yes,NA,100,NA,100,yes,yes,75,150,160,160,yes,yes,NA,130,NA,130,yes,yes,NA,600,NA,600,YE13,Wholesaler,2,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,7,Private,Pumping_Station_or_Borehole,no,1100,6,NA,8,yes,10000,NA,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,530,5c1ee98b-db60-4fc1-a8a6-c49ceb5faeea
1008,Nov-18,YE23,Sana'a,YE2304,Bani Hushaysh,Al Hataresh,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,575,NA,575,yes,yes,NA,580,NA,580,YE18,8,Price_inflation Shortage_of_demand,1,0,1,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,130,NA,130,yes,yes,NA,100,NA,100,yes,yes,75,150,160,160,yes,yes,NA,130,NA,130,yes,yes,NA,600,NA,600,YE13,Wholesaler,2,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,7,Private,Pumping_Station_or_Borehole,no,1100,6,NA,8,yes,10000,NA,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,530,92331507-4bef-4015-a2b9-47b1e0262a29
1009,Nov-18,YE23,Sana'a,YE2304,Bani Hushaysh,Al Hataresh,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,575,NA,575,yes,yes,NA,580,NA,580,YE18,6,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,130,NA,130,yes,yes,NA,110,NA,110,yes,yes,75,150,160,160,yes,yes,NA,120,NA,120,yes,yes,NA,600,NA,600,YE13,Wholesaler,2,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,NA,7,Private,Pumping_Station_or_Borehole,no,1100,6,NA,8,yes,10000,NA,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,530,26f9b6c8-ccd9-4b8b-8f05-25e565e285c2
